"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","CHILDVACCIN","DTP","PC_CHILD","A","2014",90,
"COL","CHILDVACCIN","DTP","PC_CHILD","A","2015",91,
"COL","CHILDVACCIN","DTP","PC_CHILD","A","2016",91,
"COL","CHILDVACCIN","DTP","PC_CHILD","A","2017",92,
"COL","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",92,
"COL","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",91,
"COL","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",94,
"COL","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",93,
"COL","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",93,
"CRI","CHILDVACCIN","DTP","PC_CHILD","A","2013",95,
"CRI","CHILDVACCIN","DTP","PC_CHILD","A","2014",91,
"CRI","CHILDVACCIN","DTP","PC_CHILD","A","2015",92,
"CRI","CHILDVACCIN","DTP","PC_CHILD","A","2016",97,
"CRI","CHILDVACCIN","DTP","PC_CHILD","A","2017",96,
"CRI","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",91,
"CRI","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",95,
"CRI","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",93,
"CRI","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",93,
"CRI","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",96,
"LVA","CHILDVACCIN","DTP","PC_CHILD","A","2013",94,
"LVA","CHILDVACCIN","DTP","PC_CHILD","A","2014",92,
"LVA","CHILDVACCIN","DTP","PC_CHILD","A","2015",95,
"LVA","CHILDVACCIN","DTP","PC_CHILD","A","2016",98,
"LVA","CHILDVACCIN","DTP","PC_CHILD","A","2017",98,
"LVA","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",96,
"LVA","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",95,
"LVA","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",96,
"LVA","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",93,
"LVA","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",96,
"LTU","CHILDVACCIN","DTP","PC_CHILD","A","2013",93,
"LTU","CHILDVACCIN","DTP","PC_CHILD","A","2014",93,
"LTU","CHILDVACCIN","DTP","PC_CHILD","A","2015",93,
"LTU","CHILDVACCIN","DTP","PC_CHILD","A","2016",94,
"LTU","CHILDVACCIN","DTP","PC_CHILD","A","2017",94,
"LTU","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",93,
"LTU","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",93,
"LTU","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",94,
"LTU","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",94,
"LTU","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",94,
